year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,5,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",92.00,17.00,4.80,1.24,4.29,0.00,6.67,4.00,2.00,1834.00,517.00,555.00,283.00,0.00,479.00
2025,5,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",92.00,24.00,10.74,3.65,4.57,0.00,5.03,2.00,1.00,2080.00,615.00,917.00,186.00,0.00,362.00
2025,5,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",188.00,52.00,17.87,1.49,12.97,0.00,19.67,4.00,1.00,4132.00,956.00,538.00,898.00,0.00,1740.00
2025,5,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",83.00,26.00,6.01,0.00,2.88,0.00,17.11,4.00,0.00,1975.00,857.00,0.00,83.00,0.00,1035.00
2025,5,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3118.00,785.00,146.76,26.61,200.27,0.00,411.36,43.00,8.00,67705.00,19313.00,3384.00,10047.00,0.00,34961.00
2025,5,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",12.00,1.00,0.61,0.00,0.39,0.00,0.00,0.00,0.00,18.00,11.00,0.00,7.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",75.00,28.00,8.99,0.65,14.54,0.00,3.83,1.00,0.00,1771.00,577.00,40.00,595.00,0.00,559.00
2025,5,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",139.00,30.00,10.53,1.65,8.43,0.00,9.39,5.00,0.00,3324.00,585.00,1062.00,622.00,0.00,1055.00
2025,5,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",6.00,1.00,0.83,0.00,0.17,0.00,0.00,0.00,0.00,139.00,115.00,0.00,24.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",92.00,19.00,2.17,0.00,3.88,0.75,12.20,1.00,0.00,1194.00,172.00,0.00,147.00,21.00,854.00
2025,5,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",132.00,43.00,9.66,0.00,16.44,0.00,16.90,5.00,1.00,2838.00,558.00,0.00,1151.00,0.00,1129.00
2025,5,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",81.00,10.00,4.23,0.22,0.21,0.00,5.34,0.00,0.00,698.00,304.00,5.00,26.00,0.00,363.00
2025,5,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,22.00,7.58,2.46,5.09,0.00,6.87,1.00,0.00,2298.00,661.00,956.00,285.00,0.00,396.00
2025,5,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",210.00,58.00,13.85,2.87,18.18,0.00,23.11,6.00,1.00,4912.00,1150.00,441.00,1063.00,0.00,2258.00
2025,5,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",93.00,27.00,7.82,2.03,6.01,0.00,11.14,0.00,0.00,2627.00,630.00,796.00,400.00,0.00,801.00
2025,5,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",70.00,25.00,5.69,1.11,8.60,0.00,9.60,1.00,0.00,1982.00,360.00,728.00,386.00,0.00,508.00
2025,5,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",120.00,24.00,3.20,0.92,3.46,0.00,16.42,7.00,0.00,1643.00,104.00,125.00,139.00,0.00,1275.00
2025,5,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",157.00,44.00,9.67,0.00,14.03,0.00,20.29,8.00,0.00,2827.00,736.00,0.00,800.00,0.00,1291.00
2025,5,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",161.00,40.00,9.63,1.57,13.35,0.00,15.44,6.00,0.00,3378.00,703.00,612.00,531.00,0.00,1532.00
2025,5,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",265.00,87.00,28.29,5.64,20.96,0.00,32.11,2.00,0.00,6620.00,1488.00,1109.00,1015.00,0.00,3008.00
2025,5,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",180.00,52.00,15.55,0.16,13.86,0.00,22.42,6.00,0.00,5266.00,2114.00,16.00,1398.00,0.00,1738.00
2025,5,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",121.00,38.00,11.15,0.00,11.36,0.00,15.48,3.00,0.00,2574.00,776.00,0.00,505.00,0.00,1293.00
2025,5,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",76.00,16.00,4.21,1.95,3.16,0.00,6.68,2.00,0.00,1142.00,231.00,331.00,140.00,0.00,440.00
2025,5,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",271.00,77.00,24.83,1.00,24.19,0.00,26.98,7.00,0.00,5313.00,1727.00,48.00,1023.00,0.00,2515.00
2025,5,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",256.00,70.00,19.98,0.00,21.23,0.00,28.79,12.00,0.00,5906.00,1807.00,0.00,1657.00,0.00,2442.00
2025,5,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",28.00,7.00,2.38,0.00,2.47,0.00,2.16,0.00,0.00,418.00,99.00,0.00,130.00,0.00,189.00
2025,5,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",37.00,4.00,1.42,0.54,1.58,0.00,0.46,0.00,1.00,140.00,35.00,36.00,38.00,0.00,31.00
2025,5,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",87.00,24.00,7.73,1.39,4.88,0.00,10.00,1.00,0.00,1594.00,489.00,49.00,175.00,0.00,881.00
2025,5,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",550.00,165.00,43.44,3.02,38.16,0.00,80.38,15.00,0.00,12850.00,2702.00,66.00,2995.00,0.00,7087.00
2025,5,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,18.00,9.73,1.07,0.34,0.00,6.85,0.00,0.00,2042.00,1428.00,83.00,49.00,0.00,482.00
2025,5,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",27.00,11.00,4.44,0.00,1.74,0.00,4.82,0.00,0.00,1943.00,1167.00,0.00,174.00,0.00,602.00
2025,5,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",176.00,66.00,5.03,1.30,42.46,0.00,17.20,6.00,0.00,4374.00,640.00,106.00,2517.00,0.00,1111.00
2025,5,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",87.00,21.00,5.56,1.85,7.66,0.00,5.92,2.00,0.00,1427.00,411.00,259.00,353.00,0.00,404.00
2025,5,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",37.00,12.00,2.64,0.00,1.59,0.00,7.77,1.00,0.00,1001.00,152.00,0.00,80.00,0.00,769.00
2025,5,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",260.00,50.00,14.32,0.00,10.94,0.00,24.74,6.00,0.00,3873.00,1163.00,0.00,577.00,0.00,2133.00
2025,5,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1372.00,287.00,60.87,9.66,25.62,0.00,190.84,26.00,0.00,23784.00,6333.00,536.00,1595.00,0.00,15320.00
2025,5,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",113.00,24.00,11.27,0.81,6.41,0.00,5.51,1.00,0.00,1711.00,606.00,213.00,306.00,0.00,586.00
2025,5,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",87.00,59.00,7.34,0.93,46.85,0.00,3.88,13.00,0.00,5065.00,1017.00,180.00,3475.00,0.00,393.00
2025,5,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",61.00,9.00,2.82,0.00,1.39,0.00,4.79,1.00,0.00,805.00,229.00,0.00,100.00,0.00,476.00
2025,5,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",98.00,18.00,6.77,1.78,3.13,0.00,6.31,1.00,0.00,1779.00,429.00,764.00,213.00,0.00,373.00
2025,5,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",16.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,266.00,266.00,0.00,0.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",36.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6.00,2.00,0.13,0.00,1.00,0.00,0.87,0.00,0.00,93.00,10.00,0.00,17.00,0.00,66.00
2025,5,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",50.00,12.00,3.74,0.02,1.35,0.00,6.89,2.00,0.00,1256.00,247.00,5.00,54.00,0.00,950.00
2025,5,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",103.00,25.00,6.34,0.00,5.80,0.00,12.86,4.00,0.00,1727.00,297.00,0.00,340.00,0.00,1090.00
2025,5,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",144.00,38.00,8.59,0.00,15.76,0.00,13.65,6.00,0.00,3166.00,938.00,0.00,609.00,0.00,1619.00
2025,5,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,9.00,1.93,0.78,0.60,0.00,5.68,0.00,1.00,682.00,145.00,98.00,35.00,0.00,404.00
2025,5,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",127.00,36.00,14.15,2.68,11.29,0.00,7.87,1.00,1.00,2045.00,902.00,92.00,485.00,0.00,566.00
2025,5,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",85.00,21.00,3.74,0.00,8.47,0.00,8.79,1.00,0.00,1462.00,288.00,0.00,354.00,0.00,820.00
2025,5,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",60.00,16.00,3.72,0.00,7.35,0.00,4.94,3.00,0.00,1223.00,189.00,0.00,565.00,0.00,469.00
2025,5,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",26.00,6.00,2.21,0.00,1.02,0.00,2.77,1.00,0.00,626.00,138.00,0.00,57.00,0.00,431.00
2025,5,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",139.00,38.00,9.93,0.00,9.16,0.00,18.92,2.00,0.00,2810.00,460.00,0.00,523.00,0.00,1827.00
2025,5,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",265.00,69.00,21.99,0.00,17.18,0.00,29.83,9.00,0.00,4908.00,1721.00,0.00,1182.00,0.00,2005.00
2025,5,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,14.00,4.80,0.00,1.28,0.00,7.92,6.00,1.00,941.00,379.00,0.00,58.00,0.00,504.00
2025,5,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",32.00,14.00,4.12,0.00,2.84,0.00,7.03,0.00,0.00,716.00,205.00,1.00,91.00,0.00,419.00
2025,5,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",170.00,52.00,13.42,0.00,13.46,0.00,25.11,5.00,1.00,4021.00,1042.00,0.00,611.00,0.00,2368.00
2025,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1900.00,475.00,91.34,17.86,193.27,0.00,172.53,78.00,2.00,43600.00,9448.00,2037.00,15439.00,0.00,16676.00
2025,5,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",55.00,18.00,3.93,0.00,4.16,0.00,9.90,1.00,0.00,1485.00,396.00,0.00,176.00,0.00,913.00
2025,5,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",48.00,13.00,2.62,1.32,5.31,0.00,3.75,1.00,0.00,927.00,363.00,99.00,229.00,0.00,236.00
2025,5,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2614.00,705.00,121.48,32.83,304.53,0.00,246.16,77.00,11.00,69548.00,14488.00,6240.00,24186.00,0.00,24634.00
2025,5,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",34.00,18.00,6.44,0.00,4.51,0.00,7.05,0.00,0.00,1653.00,560.00,0.00,229.00,0.00,864.00
2025,5,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",56.00,21.00,5.99,0.00,11.05,0.00,3.96,1.00,0.00,1581.00,814.00,0.00,372.00,0.00,395.00
2025,5,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",94.00,31.00,6.85,0.00,7.79,0.00,16.37,3.00,0.00,2064.00,389.00,0.00,292.00,0.00,1383.00
2025,5,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",37.00,13.00,5.94,1.28,2.86,0.00,2.92,0.00,0.00,616.00,241.00,127.00,142.00,0.00,106.00
2025,5,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",142.00,40.00,14.13,0.93,7.02,0.00,17.92,2.00,1.00,4208.00,1397.00,803.00,440.00,0.00,1568.00
2025,5,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,16.00,2.89,1.51,5.39,0.00,6.20,0.00,0.00,605.00,68.00,134.00,167.00,0.00,236.00
2025,5,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",93.00,21.00,4.73,1.51,4.94,0.00,9.81,2.00,1.00,2380.00,178.00,629.00,341.00,0.00,1232.00
2025,5,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",169.00,57.00,17.24,3.69,9.25,1.00,25.82,1.00,1.00,3938.00,854.00,1046.00,263.00,35.00,1740.00
2025,5,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",47.00,12.00,2.93,1.00,0.85,0.00,7.22,0.00,0.00,1728.00,258.00,1008.00,58.00,0.00,404.00
2025,5,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",996.00,179.00,33.05,8.65,55.82,0.00,81.49,13.00,0.00,16647.00,3699.00,1023.00,3303.00,0.00,8622.00
2025,5,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",118.00,24.00,7.34,0.40,3.99,0.00,12.27,4.00,1.00,1760.00,651.00,23.00,298.00,0.00,788.00
2025,5,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",59.00,14.00,2.14,0.00,4.75,0.00,7.11,2.00,0.00,1006.00,167.00,0.00,218.00,0.00,621.00
2025,5,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",91.00,16.00,3.72,1.00,5.75,0.00,5.53,4.00,1.00,879.00,191.00,28.00,266.00,0.00,394.00
2025,5,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",182.00,39.00,8.79,0.77,15.80,0.00,13.65,10.00,0.00,3666.00,1056.00,528.00,856.00,0.00,1226.00
2025,5,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26.00,8.00,1.13,1.52,0.97,0.00,4.38,1.00,0.00,592.00,69.00,60.00,76.00,0.00,387.00
2025,5,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",6.00,4.00,0.00,0.67,2.82,0.00,0.52,0.00,0.00,253.00,0.00,26.00,166.00,0.00,61.00
2025,5,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",161.00,51.00,20.79,3.16,11.87,0.00,15.17,0.00,0.00,3576.00,1145.00,219.00,737.00,0.00,1475.00
2025,5,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",31.00,7.00,2.38,0.00,2.64,0.00,1.99,0.00,0.00,470.00,296.00,0.00,89.00,0.00,85.00
2025,5,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",54.00,12.00,5.65,0.08,2.56,0.00,3.70,2.00,0.00,986.00,544.00,11.00,78.00,0.00,353.00
2025,5,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",138.00,41.00,7.47,2.95,9.23,0.00,21.35,3.00,0.00,4538.00,1061.00,1836.00,340.00,0.00,1301.00
2025,5,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",15.00,1.00,0.00,0.00,0.21,0.00,0.79,0.00,0.00,58.00,0.00,0.00,12.00,0.00,46.00
2025,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",614.00,199.00,30.29,2.36,45.53,0.00,120.82,21.00,2.00,17979.00,2405.00,846.00,3184.00,0.00,11544.00
2025,5,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",210.00,54.00,14.10,1.76,12.82,0.00,25.32,4.00,0.00,4137.00,1170.00,143.00,776.00,0.00,2048.00
2025,5,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",115.00,31.00,14.66,0.00,4.11,0.00,12.23,0.00,1.00,2592.00,1302.00,0.00,197.00,0.00,1093.00
2025,5,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",292.00,89.00,31.89,0.76,13.38,0.00,42.97,5.00,0.00,7204.00,2880.00,43.00,772.00,0.00,3509.00
2025,5,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",16.00,3.00,0.94,0.00,0.06,0.00,2.00,0.00,0.00,182.00,68.00,0.00,4.00,0.00,110.00
2025,5,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",116.00,29.00,7.20,0.29,6.02,0.00,15.49,4.00,1.00,2346.00,586.00,49.00,353.00,0.00,1358.00
2025,5,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",77.00,9.00,2.53,0.41,3.01,0.00,3.05,1.00,0.00,802.00,380.00,37.00,143.00,0.00,242.00
2025,5,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",118.00,31.00,8.07,2.64,12.01,0.00,8.27,0.00,0.00,2439.00,313.00,729.00,451.00,0.00,946.00
2025,5,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",139.00,32.00,7.21,0.38,12.01,0.00,12.40,3.00,0.00,3157.00,626.00,57.00,739.00,0.00,1735.00
2025,5,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",262.00,66.00,17.90,1.80,11.00,0.00,35.30,8.00,0.00,5803.00,1103.00,500.00,620.00,0.00,3580.00
2025,5,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",104.00,24.00,6.58,1.28,9.79,0.00,6.34,0.00,0.00,1293.00,332.00,79.00,373.00,0.00,509.00
2025,5,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",113.00,18.00,8.42,1.65,2.85,0.00,5.08,2.00,0.00,1332.00,405.00,290.00,247.00,0.00,390.00
2025,5,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",32.00,15.00,3.52,0.00,4.98,0.00,6.50,0.00,0.00,1123.00,246.00,0.00,187.00,0.00,690.00
2025,5,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",10.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,61.00,0.00,0.00,0.00,0.00
2025,5,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",265.00,77.00,35.58,0.22,16.68,0.00,24.52,8.00,1.00,5304.00,2156.00,49.00,1158.00,0.00,1941.00
2025,5,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",87.00,20.00,8.08,0.67,4.29,0.00,6.96,0.00,0.00,991.00,407.00,12.00,262.00,0.00,310.00
2025,5,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",339.00,98.00,35.19,2.69,39.29,0.00,20.83,7.00,4.00,5967.00,2004.00,774.00,1793.00,0.00,1396.00
2025,5,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",266.00,76.00,21.72,6.93,16.67,0.00,30.68,7.00,1.00,5716.00,1774.00,985.00,609.00,0.00,2348.00
2025,5,AA,American Airlines Network,ALB,"Albany, NY: Albany International",97.00,35.00,8.11,1.81,5.52,0.00,19.56,1.00,0.00,3786.00,578.00,182.00,183.00,0.00,2843.00
2025,5,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",4.00,3.00,0.98,0.00,0.00,0.00,2.02,0.00,0.00,192.00,60.00,0.00,0.00,0.00,132.00
2025,5,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",58.00,16.00,7.68,1.00,3.12,0.00,4.20,0.00,0.00,855.00,477.00,58.00,69.00,0.00,251.00
2025,5,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",603.00,201.00,60.93,9.09,59.55,0.00,71.44,13.00,1.00,12459.00,3571.00,1045.00,2769.00,0.00,5074.00
2025,5,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1026.00,319.00,82.06,19.01,110.03,0.39,107.51,21.00,6.00,27512.00,5944.00,1752.00,7014.00,61.00,12741.00
2025,5,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",85.00,21.00,8.05,3.54,5.18,0.00,4.23,1.00,2.00,1794.00,690.00,723.00,181.00,0.00,200.00
2025,5,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",5.00,2.00,1.00,0.64,0.22,0.00,0.14,0.00,0.00,245.00,108.00,88.00,30.00,0.00,19.00
2025,5,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",466.00,116.00,38.17,6.63,20.48,0.00,50.73,7.00,3.00,7884.00,2529.00,784.00,841.00,0.00,3730.00
2025,5,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",65.00,21.00,4.95,2.74,5.19,0.00,8.12,1.00,0.00,1679.00,329.00,296.00,152.00,0.00,902.00
2025,5,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",19.00,7.00,0.29,0.29,1.39,0.00,5.03,0.00,0.00,817.00,46.00,37.00,205.00,0.00,529.00
2025,5,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",743.00,238.00,56.17,10.34,47.91,0.00,123.58,11.00,3.00,20055.00,4750.00,1731.00,2594.00,0.00,10980.00
2025,5,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",62.00,16.00,3.39,0.07,2.79,0.00,9.75,1.00,0.00,1063.00,208.00,5.00,151.00,0.00,699.00
2025,5,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1417.00,442.00,100.37,22.51,190.52,0.79,127.81,15.00,5.00,28333.00,5475.00,1924.00,9953.00,33.00,10948.00
2025,5,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,5,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",148.00,45.00,14.08,4.21,6.51,0.00,20.20,1.00,0.00,4011.00,791.00,529.00,380.00,0.00,2311.00
2025,5,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",62.00,26.00,6.88,2.99,5.03,0.00,11.10,0.00,0.00,1356.00,366.00,222.00,267.00,0.00,501.00
2025,5,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",353.00,110.00,34.57,5.18,26.36,0.12,43.77,3.00,4.00,6570.00,1708.00,728.00,1341.00,6.00,2787.00
2025,5,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",31.00,6.00,2.36,0.31,0.87,0.00,2.47,1.00,0.00,313.00,113.00,8.00,84.00,0.00,108.00
2025,5,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",62.00,26.00,6.66,2.37,2.81,0.00,14.16,4.00,0.00,2434.00,541.00,179.00,151.00,0.00,1563.00
2025,5,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",547.00,157.00,44.23,4.94,38.96,0.00,68.86,8.00,1.00,9513.00,2164.00,610.00,1632.00,0.00,5107.00
2025,5,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",92.00,45.00,13.00,3.99,5.88,0.00,22.13,1.00,0.00,4231.00,1555.00,257.00,220.00,0.00,2199.00
2025,5,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",338.00,98.00,18.11,4.21,20.11,0.00,55.57,6.00,0.00,5686.00,883.00,357.00,628.00,0.00,3818.00
2025,5,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10438.00,1995.00,518.29,160.67,467.71,2.93,845.39,104.00,24.00,176810.00,67082.00,14836.00,20599.00,112.00,74181.00
2025,5,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",305.00,94.00,34.48,3.88,22.24,0.00,33.41,7.00,1.00,8202.00,3204.00,452.00,993.00,0.00,3553.00
2025,5,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",92.00,29.00,7.85,5.27,6.64,0.00,9.24,4.00,1.00,1680.00,461.00,356.00,244.00,0.00,619.00
2025,5,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",268.00,73.00,20.65,3.40,22.03,0.00,26.92,4.00,2.00,3630.00,792.00,281.00,800.00,0.00,1757.00
2025,5,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2400.00,648.00,123.25,37.68,246.35,0.02,240.71,40.00,26.00,52306.00,15010.00,4892.00,11164.00,5.00,21235.00
2025,5,AA,American Airlines Network,DEN,"Denver, CO: Denver International",771.00,272.00,57.04,14.37,103.35,0.00,97.24,12.00,2.00,18934.00,3928.00,1211.00,5743.00,0.00,8052.00
2025,5,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14377.00,3957.00,872.81,343.38,1212.66,6.30,1521.85,400.00,94.00,380410.00,106732.00,38250.00,74984.00,366.00,160078.00
2025,5,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",212.00,58.00,15.94,1.57,10.15,0.00,30.34,5.00,0.00,4472.00,826.00,144.00,540.00,0.00,2962.00
